Unix,Date,Symbol,Open,High,Low,Close,Volume 1INCH,Volume BTC,tradecount
1735614000000,2024-12-31 03:00:00,1INCHBTC,4.17e-06,4.17e-06,4.15e-06,4.15e-06,35335.1,0.14699612,37
1735610400000,2024-12-31 02:00:00,1INCHBTC,4.17e-06,4.18e-06,4.16e-06,4.17e-06,23356.8,0.09733985,45
1735606800000,2024-12-31 01:00:00,1INCHBTC,4.18e-06,4.18e-06,4.16e-06,4.18e-06,19755.8,0.08232259,30
1735603200000,2024-12-31 00:00:00,1INCHBTC,4.22e-06,4.22e-06,4.17e-06,4.17e-06,9242.0,0.03858569,26
1735599600000,2024-12-30 23:00:00,1INCHBTC,4.22e-06,4.23e-06,4.22e-06,4.23e-06,1804.5,0.00761762,4
1735596000000,2024-12-30 22:00:00,1INCHBTC,4.21e-06,4.22e-06,4.21e-06,4.22e-06,2200.9,0.00928577,4
1735592400000,2024-12-30 21:00:00,1INCHBTC,4.23e-06,4.24e-06,4.21e-06,4.22e-06,10100.4,0.04272549,26
1735588800000,2024-12-30 20:00:00,1INCHBTC,4.25e-06,4.26e-06,4.23e-06,4.24e-06,1646.1,0.00698477,15
1735585200000,2024-12-30 19:00:00,1INCHBTC,4.22e-06,4.24e-06,4.22e-06,4.24e-06,1407.0,0.00595074,10
1735581600000,2024-12-30 18:00:00,1INCHBTC,4.21e-06,4.22e-06,4.21e-06,4.21e-06,2180.4,0.00919,15
1735578000000,2024-12-30 17:00:00,1INCHBTC,4.16e-06,4.2e-06,4.16e-06,4.19e-06,41088.9,0.17169032,54
1735574400000,2024-12-30 16:00:00,1INCHBTC,4.16e-06,4.18e-06,4.15e-06,4.16e-06,2105.8,0.00877186,15
1735570800000,2024-12-30 15:00:00,1INCHBTC,4.17e-06,4.2e-06,4.16e-06,4.17e-06,4583.1,0.01915515,25
1735567200000,2024-12-30 14:00:00,1INCHBTC,4.15e-06,4.17e-06,4.13e-06,4.16e-06,36667.9,0.15212138,67
1735563600000,2024-12-30 13:00:00,1INCHBTC,4.22e-06,4.22e-06,4.16e-06,4.17e-06,16768.1,0.0701601,53
1735560000000,2024-12-30 12:00:00,1INCHBTC,4.24e-06,4.26e-06,4.22e-06,4.22e-06,9268.8,0.03943114,40
1735556400000,2024-12-30 11:00:00,1INCHBTC,4.23e-06,4.24e-06,4.2e-06,4.23e-06,20610.1,0.08690861,42
1735552800000,2024-12-30 10:00:00,1INCHBTC,4.26e-06,4.27e-06,4.23e-06,4.23e-06,3331.5,0.01414156,30
1735549200000,2024-12-30 09:00:00,1INCHBTC,4.26e-06,4.26e-06,4.24e-06,4.25e-06,22132.1,0.09406587,251
1735545600000,2024-12-30 08:00:00,1INCHBTC,4.29e-06,4.31e-06,4.27e-06,4.27e-06,4968.2,0.02131593,30
1735542000000,2024-12-30 07:00:00,1INCHBTC,4.28e-06,4.3e-06,4.28e-06,4.29e-06,3677.5,0.01577099,13
1735538400000,2024-12-30 06:00:00,1INCHBTC,4.29e-06,4.32e-06,4.29e-06,4.29e-06,5673.4,0.02441393,27
1735534800000,2024-12-30 05:00:00,1INCHBTC,4.25e-06,4.28e-06,4.25e-06,4.28e-06,2600.1,0.01109927,13
1735531200000,2024-12-30 04:00:00,1INCHBTC,4.28e-06,4.28e-06,4.26e-06,4.26e-06,1549.7,0.00661535,10
1735527600000,2024-12-30 03:00:00,1INCHBTC,4.29e-06,4.29e-06,4.27e-06,4.27e-06,1750.6,0.00748938,10
1735524000000,2024-12-30 02:00:00,1INCHBTC,4.28e-06,4.29e-06,4.27e-06,4.29e-06,3470.5,0.0148316,17
1735520400000,2024-12-30 01:00:00,1INCHBTC,4.24e-06,4.29e-06,4.24e-06,4.27e-06,4794.6,0.02049642,41
1735516800000,2024-12-30 00:00:00,1INCHBTC,4.18e-06,4.23e-06,4.18e-06,4.23e-06,6373.1,0.02676358,20
1735513200000,2024-12-29 23:00:00,1INCHBTC,4.18e-06,4.19e-06,4.17e-06,4.19e-06,1660.2,0.00693403,11
1735509600000,2024-12-29 22:00:00,1INCHBTC,4.18e-06,4.19e-06,4.16e-06,4.17e-06,5039.8,0.02103838,26
1735506000000,2024-12-29 21:00:00,1INCHBTC,4.2e-06,4.2e-06,4.19e-06,4.19e-06,2843.1,0.01193378,9
1735502400000,2024-12-29 20:00:00,1INCHBTC,4.2e-06,4.2e-06,4.17e-06,4.19e-06,8997.5,0.03760246,22
1735498800000,2024-12-29 19:00:00,1INCHBTC,4.2e-06,4.21e-06,4.2e-06,4.2e-06,6518.9,0.02740399,16
1735495200000,2024-12-29 18:00:00,1INCHBTC,4.18e-06,4.19e-06,4.18e-06,4.19e-06,10537.6,0.0441258,20
1735491600000,2024-12-29 17:00:00,1INCHBTC,4.19e-06,4.2e-06,4.17e-06,4.19e-06,6365.6,0.02668579,25
1735488000000,2024-12-29 16:00:00,1INCHBTC,4.22e-06,4.22e-06,4.2e-06,4.21e-06,3500.9,0.01471486,12
1735484400000,2024-12-29 15:00:00,1INCHBTC,4.22e-06,4.23e-06,4.21e-06,4.23e-06,2289.9,0.00964839,13
1735480800000,2024-12-29 14:00:00,1INCHBTC,4.23e-06,4.25e-06,4.21e-06,4.22e-06,5087.7,0.02151911,19
1735477200000,2024-12-29 13:00:00,1INCHBTC,4.19e-06,4.23e-06,4.19e-06,4.23e-06,1654.9,0.00697636,13
1735473600000,2024-12-29 12:00:00,1INCHBTC,4.21e-06,4.21e-06,4.19e-06,4.2e-06,3567.0,0.01499674,47
1735470000000,2024-12-29 11:00:00,1INCHBTC,4.23e-06,4.23e-06,4.22e-06,4.22e-06,3572.9,0.01509582,15
1735466400000,2024-12-29 10:00:00,1INCHBTC,4.25e-06,4.25e-06,4.24e-06,4.24e-06,1870.0,0.0079291,2
1735462800000,2024-12-29 09:00:00,1INCHBTC,4.24e-06,4.24e-06,4.24e-06,4.24e-06,313.9,0.00133092,4
1735459200000,2024-12-29 08:00:00,1INCHBTC,4.28e-06,4.28e-06,4.25e-06,4.25e-06,1799.8,0.00769861,7
1735455600000,2024-12-29 07:00:00,1INCHBTC,4.28e-06,4.28e-06,4.26e-06,4.28e-06,1214.8,0.00519424,9
1735452000000,2024-12-29 06:00:00,1INCHBTC,4.26e-06,4.28e-06,4.26e-06,4.28e-06,999.5,0.00425961,7
1735448400000,2024-12-29 05:00:00,1INCHBTC,4.28e-06,4.28e-06,4.27e-06,4.28e-06,88.8,0.00037979,3
1735444800000,2024-12-29 04:00:00,1INCHBTC,4.31e-06,4.31e-06,4.28e-06,4.28e-06,1159.7,0.00497764,5
1735441200000,2024-12-29 03:00:00,1INCHBTC,4.3e-06,4.31e-06,4.3e-06,4.31e-06,1074.6,0.00462265,2
1735437600000,2024-12-29 02:00:00,1INCHBTC,4.28e-06,4.3e-06,4.28e-06,4.3e-06,2195.5,0.00943963,8
1735434000000,2024-12-29 01:00:00,1INCHBTC,4.3e-06,4.31e-06,4.27e-06,4.27e-06,1967.6,0.00844898,11
1735430400000,2024-12-29 00:00:00,1INCHBTC,4.32e-06,4.32e-06,4.3e-06,4.31e-06,2775.0,0.01195736,21
1735426800000,2024-12-28 23:00:00,1INCHBTC,4.33e-06,4.34e-06,4.32e-06,4.33e-06,2899.3,0.0125615,13
1735423200000,2024-12-28 22:00:00,1INCHBTC,4.34e-06,4.34e-06,4.31e-06,4.33e-06,3942.9,0.0170647,18
1735419600000,2024-12-28 21:00:00,1INCHBTC,4.31e-06,4.33e-06,4.31e-06,4.33e-06,3236.3,0.01400064,10
1735416000000,2024-12-28 20:00:00,1INCHBTC,4.31e-06,4.31e-06,4.3e-06,4.31e-06,596.3,0.00256672,4
1735412400000,2024-12-28 19:00:00,1INCHBTC,4.3e-06,4.3e-06,4.29e-06,4.29e-06,300.7,0.00129029,3
1735408800000,2024-12-28 18:00:00,1INCHBTC,4.3e-06,4.3e-06,4.29e-06,4.29e-06,1717.5,0.00737349,12
1735405200000,2024-12-28 17:00:00,1INCHBTC,4.3e-06,4.32e-06,4.3e-06,4.31e-06,3503.9,0.01511229,13
1735401600000,2024-12-28 16:00:00,1INCHBTC,4.28e-06,4.3e-06,4.26e-06,4.3e-06,2347.7,0.01004598,37
1735398000000,2024-12-28 15:00:00,1INCHBTC,4.26e-06,4.31e-06,4.26e-06,4.28e-06,4125.1,0.01769372,38
1735394400000,2024-12-28 14:00:00,1INCHBTC,4.28e-06,4.3e-06,4.25e-06,4.25e-06,4777.2,0.02041589,37
1735390800000,2024-12-28 13:00:00,1INCHBTC,4.19e-06,4.29e-06,4.19e-06,4.26e-06,10177.4,0.04339185,45
1735387200000,2024-12-28 12:00:00,1INCHBTC,4.21e-06,4.21e-06,4.18e-06,4.18e-06,6366.5,0.02675215,24
1735383600000,2024-12-28 11:00:00,1INCHBTC,4.19e-06,4.22e-06,4.19e-06,4.2e-06,12964.0,0.054501,118
1735380000000,2024-12-28 10:00:00,1INCHBTC,4.21e-06,4.21e-06,4.19e-06,4.2e-06,2753.4,0.01156752,14
1735376400000,2024-12-28 09:00:00,1INCHBTC,4.22e-06,4.23e-06,4.21e-06,4.21e-06,5829.5,0.02462233,20
1735372800000,2024-12-28 08:00:00,1INCHBTC,4.21e-06,4.21e-06,4.2e-06,4.21e-06,2766.0,0.01164453,8
1735369200000,2024-12-28 07:00:00,1INCHBTC,4.19e-06,4.22e-06,4.19e-06,4.19e-06,1615.2,0.00677665,37
1735365600000,2024-12-28 06:00:00,1INCHBTC,4.2e-06,4.21e-06,4.19e-06,4.19e-06,456.9,0.00191711,5
1735362000000,2024-12-28 05:00:00,1INCHBTC,4.18e-06,4.2e-06,4.18e-06,4.2e-06,2348.1,0.00984738,10
1735358400000,2024-12-28 04:00:00,1INCHBTC,4.17e-06,4.17e-06,4.16e-06,4.17e-06,1572.3,0.00654848,9
1735354800000,2024-12-28 03:00:00,1INCHBTC,4.17e-06,4.18e-06,4.17e-06,4.18e-06,506.3,0.00211366,3
1735351200000,2024-12-28 02:00:00,1INCHBTC,4.16e-06,4.19e-06,4.16e-06,4.18e-06,5283.8,0.02206514,24
1735347600000,2024-12-28 01:00:00,1INCHBTC,4.18e-06,4.18e-06,4.14e-06,4.15e-06,5083.1,0.02112803,27
1735344000000,2024-12-28 00:00:00,1INCHBTC,4.14e-06,4.17e-06,4.14e-06,4.17e-06,2576.0,0.0107041,14
1735340400000,2024-12-27 23:00:00,1INCHBTC,4.11e-06,4.13e-06,4.11e-06,4.13e-06,754.2,0.00310728,4
1735336800000,2024-12-27 22:00:00,1INCHBTC,4.12e-06,4.13e-06,4.11e-06,4.12e-06,2508.2,0.01032955,13
1735333200000,2024-12-27 21:00:00,1INCHBTC,4.15e-06,4.15e-06,4.13e-06,4.13e-06,1648.0,0.00682574,11
1735329600000,2024-12-27 20:00:00,1INCHBTC,4.17e-06,4.17e-06,4.16e-06,4.16e-06,1410.7,0.00587644,8
1735326000000,2024-12-27 19:00:00,1INCHBTC,4.2e-06,4.2e-06,4.18e-06,4.18e-06,1688.1,0.00707371,10
1735322400000,2024-12-27 18:00:00,1INCHBTC,4.2e-06,4.21e-06,4.19e-06,4.21e-06,3775.2,0.01588917,11
1735318800000,2024-12-27 17:00:00,1INCHBTC,4.16e-06,4.22e-06,4.13e-06,4.22e-06,15827.6,0.06627206,48
1735315200000,2024-12-27 16:00:00,1INCHBTC,4.14e-06,4.16e-06,4.11e-06,4.16e-06,3603.5,0.01488653,18
1735311600000,2024-12-27 15:00:00,1INCHBTC,4.13e-06,4.14e-06,4.12e-06,4.13e-06,3489.1,0.01442425,19
1735308000000,2024-12-27 14:00:00,1INCHBTC,4.16e-06,4.17e-06,4.13e-06,4.14e-06,8697.7,0.03601789,29
1735304400000,2024-12-27 13:00:00,1INCHBTC,4.21e-06,4.21e-06,4.16e-06,4.16e-06,3760.1,0.01572772,21
1735300800000,2024-12-27 12:00:00,1INCHBTC,4.21e-06,4.22e-06,4.2e-06,4.2e-06,633.6,0.00266399,5
1735297200000,2024-12-27 11:00:00,1INCHBTC,4.19e-06,4.21e-06,4.19e-06,4.2e-06,2577.6,0.0108292,13
1735293600000,2024-12-27 10:00:00,1INCHBTC,4.19e-06,4.19e-06,4.15e-06,4.18e-06,2758.1,0.01151135,18
1735290000000,2024-12-27 09:00:00,1INCHBTC,4.13e-06,4.22e-06,4.13e-06,4.19e-06,7241.3,0.03031535,45
1735286400000,2024-12-27 08:00:00,1INCHBTC,4.11e-06,4.13e-06,4.11e-06,4.13e-06,1641.1,0.00675471,11
1735282800000,2024-12-27 07:00:00,1INCHBTC,4.13e-06,4.13e-06,4.1e-06,4.1e-06,3036.9,0.01247985,15
1735279200000,2024-12-27 06:00:00,1INCHBTC,4.09e-06,4.14e-06,4.09e-06,4.14e-06,4058.0,0.0167252,21
1735275600000,2024-12-27 05:00:00,1INCHBTC,4.09e-06,4.09e-06,4.07e-06,4.08e-06,7736.2,0.03158521,27
1735272000000,2024-12-27 04:00:00,1INCHBTC,4.1e-06,4.12e-06,4.09e-06,4.1e-06,1487.7,0.00611385,10
1735268400000,2024-12-27 03:00:00,1INCHBTC,4.08e-06,4.12e-06,4.07e-06,4.1e-06,3205.1,0.0131146,14
1735264800000,2024-12-27 02:00:00,1INCHBTC,4.12e-06,4.12e-06,4.09e-06,4.1e-06,1489.8,0.00611277,10
1735261200000,2024-12-27 01:00:00,1INCHBTC,4.09e-06,4.12e-06,4.08e-06,4.11e-06,6026.4,0.02473006,27
1735257600000,2024-12-27 00:00:00,1INCHBTC,4.09e-06,4.1e-06,4.08e-06,4.09e-06,1449.2,0.00592706,11
1735254000000,2024-12-26 23:00:00,1INCHBTC,4.07e-06,4.09e-06,4.06e-06,4.09e-06,1461.9,0.00595335,11
1735250400000,2024-12-26 22:00:00,1INCHBTC,4.07e-06,4.09e-06,4.07e-06,4.08e-06,1081.9,0.00441199,7
1735246800000,2024-12-26 21:00:00,1INCHBTC,4.04e-06,4.06e-06,4.04e-06,4.06e-06,975.4,0.00395269,5
1735243200000,2024-12-26 20:00:00,1INCHBTC,4.07e-06,4.07e-06,4.05e-06,4.05e-06,1312.7,0.00532398,8
1735239600000,2024-12-26 19:00:00,1INCHBTC,4.09e-06,4.09e-06,4.05e-06,4.05e-06,2883.7,0.0117183,13
1735236000000,2024-12-26 18:00:00,1INCHBTC,4.05e-06,4.09e-06,4.05e-06,4.09e-06,9303.3,0.03800281,23
1735232400000,2024-12-26 17:00:00,1INCHBTC,4.09e-06,4.09e-06,4.03e-06,4.06e-06,3017.5,0.01223396,21
1735228800000,2024-12-26 16:00:00,1INCHBTC,4.05e-06,4.1e-06,4.05e-06,4.1e-06,4491.3,0.01835637,22
1735225200000,2024-12-26 15:00:00,1INCHBTC,4.07e-06,4.08e-06,4.06e-06,4.06e-06,1209.1,0.00492074,6
1735221600000,2024-12-26 14:00:00,1INCHBTC,4.06e-06,4.1e-06,4.06e-06,4.06e-06,1269.0,0.00517582,13
1735218000000,2024-12-26 13:00:00,1INCHBTC,4.08e-06,4.08e-06,4.05e-06,4.07e-06,2597.8,0.01057242,20
1735214400000,2024-12-26 12:00:00,1INCHBTC,4.08e-06,4.09e-06,4.08e-06,4.08e-06,2237.1,0.00913763,16
1735210800000,2024-12-26 11:00:00,1INCHBTC,4.09e-06,4.11e-06,4.08e-06,4.1e-06,2317.7,0.00949247,18
1735207200000,2024-12-26 10:00:00,1INCHBTC,4.1e-06,4.1e-06,4.09e-06,4.09e-06,4387.8,0.01795654,10
1735203600000,2024-12-26 09:00:00,1INCHBTC,4.08e-06,4.11e-06,4.08e-06,4.09e-06,2622.9,0.01071501,17
1735200000000,2024-12-26 08:00:00,1INCHBTC,4.07e-06,4.08e-06,4.05e-06,4.06e-06,8994.0,0.03655625,31
1735196400000,2024-12-26 07:00:00,1INCHBTC,4.07e-06,4.08e-06,4.06e-06,4.07e-06,1674.5,0.00681095,8
1735192800000,2024-12-26 06:00:00,1INCHBTC,4.08e-06,4.08e-06,4.06e-06,4.07e-06,22300.0,0.09090714,47
1735189200000,2024-12-26 05:00:00,1INCHBTC,4.1e-06,4.11e-06,4.08e-06,4.09e-06,19102.5,0.07820798,30
1735185600000,2024-12-26 04:00:00,1INCHBTC,4.11e-06,4.12e-06,4.1e-06,4.1e-06,31919.8,0.13104402,62
1735182000000,2024-12-26 03:00:00,1INCHBTC,4.14e-06,4.14e-06,4.12e-06,4.12e-06,1956.2,0.00808398,13
1735178400000,2024-12-26 02:00:00,1INCHBTC,4.14e-06,4.18e-06,4.14e-06,4.15e-06,10171.9,0.04224214,38
1735174800000,2024-12-26 01:00:00,1INCHBTC,4.17e-06,4.2e-06,4.15e-06,4.15e-06,30924.3,0.12927726,54
1735171200000,2024-12-26 00:00:00,1INCHBTC,4.19e-06,4.21e-06,4.16e-06,4.16e-06,5237.4,0.0218963,32
1735167600000,2024-12-25 23:00:00,1INCHBTC,4.19e-06,4.19e-06,4.18e-06,4.19e-06,956.1,0.00400365,4
1735164000000,2024-12-25 22:00:00,1INCHBTC,4.19e-06,4.2e-06,4.17e-06,4.2e-06,15634.9,0.06547119,32
1735160400000,2024-12-25 21:00:00,1INCHBTC,4.19e-06,4.2e-06,4.17e-06,4.2e-06,10343.6,0.04327962,28
1735156800000,2024-12-25 20:00:00,1INCHBTC,4.22e-06,4.26e-06,4.19e-06,4.19e-06,10881.5,0.04608704,36
1735153200000,2024-12-25 19:00:00,1INCHBTC,4.24e-06,4.25e-06,4.21e-06,4.21e-06,7428.7,0.03142774,22
1735149600000,2024-12-25 18:00:00,1INCHBTC,4.21e-06,4.24e-06,4.21e-06,4.23e-06,2271.1,0.00960718,18
1735146000000,2024-12-25 17:00:00,1INCHBTC,4.17e-06,4.2e-06,4.17e-06,4.19e-06,1909.0,0.00799322,12
1735142400000,2024-12-25 16:00:00,1INCHBTC,4.18e-06,4.19e-06,4.15e-06,4.16e-06,3164.6,0.01316052,23
1735138800000,2024-12-25 15:00:00,1INCHBTC,4.21e-06,4.21e-06,4.16e-06,4.17e-06,7461.2,0.03120247,26
1735135200000,2024-12-25 14:00:00,1INCHBTC,4.21e-06,4.23e-06,4.21e-06,4.22e-06,2777.6,0.01174384,10
1735131600000,2024-12-25 13:00:00,1INCHBTC,4.21e-06,4.22e-06,4.2e-06,4.21e-06,5720.7,0.02413553,13
1735128000000,2024-12-25 12:00:00,1INCHBTC,4.19e-06,4.21e-06,4.19e-06,4.21e-06,3792.3,0.01590706,18
1735124400000,2024-12-25 11:00:00,1INCHBTC,4.21e-06,4.23e-06,4.2e-06,4.2e-06,4976.6,0.02097766,22
1735120800000,2024-12-25 10:00:00,1INCHBTC,4.25e-06,4.25e-06,4.21e-06,4.23e-06,18455.7,0.07805742,30
1735117200000,2024-12-25 09:00:00,1INCHBTC,4.24e-06,4.25e-06,4.23e-06,4.24e-06,1171.8,0.00496578,9
1735113600000,2024-12-25 08:00:00,1INCHBTC,4.23e-06,4.25e-06,4.21e-06,4.24e-06,1974.0,0.00834993,11
1735110000000,2024-12-25 07:00:00,1INCHBTC,4.23e-06,4.25e-06,4.22e-06,4.23e-06,7956.5,0.03366158,18
1735106400000,2024-12-25 06:00:00,1INCHBTC,4.25e-06,4.26e-06,4.23e-06,4.23e-06,11397.5,0.04839946,16
1735102800000,2024-12-25 05:00:00,1INCHBTC,4.22e-06,4.25e-06,4.22e-06,4.25e-06,9646.3,0.04094531,15
1735099200000,2024-12-25 04:00:00,1INCHBTC,4.22e-06,4.24e-06,4.2e-06,4.21e-06,27789.1,0.11706986,40
1735095600000,2024-12-25 03:00:00,1INCHBTC,4.23e-06,4.23e-06,4.21e-06,4.23e-06,8884.7,0.03741993,13
1735092000000,2024-12-25 02:00:00,1INCHBTC,4.23e-06,4.24e-06,4.22e-06,4.24e-06,2213.5,0.00935897,9
1735088400000,2024-12-25 01:00:00,1INCHBTC,4.23e-06,4.26e-06,4.23e-06,4.24e-06,837.8,0.00355561,7
1735084800000,2024-12-25 00:00:00,1INCHBTC,4.22e-06,4.24e-06,4.22e-06,4.24e-06,1328.3,0.00561667,9
1735081200000,2024-12-24 23:00:00,1INCHBTC,4.23e-06,4.24e-06,4.23e-06,4.24e-06,283.3,0.00119882,2
1735077600000,2024-12-24 22:00:00,1INCHBTC,4.24e-06,4.24e-06,4.22e-06,4.22e-06,499.4,0.00211244,4
1735074000000,2024-12-24 21:00:00,1INCHBTC,4.23e-06,4.25e-06,4.23e-06,4.25e-06,334.2,0.00141927,4
1735070400000,2024-12-24 20:00:00,1INCHBTC,4.23e-06,4.24e-06,4.21e-06,4.24e-06,2027.9,0.00856271,14
1735066800000,2024-12-24 19:00:00,1INCHBTC,4.24e-06,4.25e-06,4.23e-06,4.23e-06,1722.2,0.00730843,9
1735063200000,2024-12-24 18:00:00,1INCHBTC,4.23e-06,4.25e-06,4.22e-06,4.25e-06,13571.8,0.05740751,22
1735059600000,2024-12-24 17:00:00,1INCHBTC,4.26e-06,4.26e-06,4.23e-06,4.23e-06,2113.5,0.00895777,17
1735056000000,2024-12-24 16:00:00,1INCHBTC,4.3e-06,4.31e-06,4.25e-06,4.25e-06,5482.8,0.02345502,39
1735052400000,2024-12-24 15:00:00,1INCHBTC,4.29e-06,4.34e-06,4.28e-06,4.3e-06,9761.0,0.04197721,39
1735048800000,2024-12-24 14:00:00,1INCHBTC,4.32e-06,4.32e-06,4.3e-06,4.31e-06,46100.2,0.19892397,57
1735045200000,2024-12-24 13:00:00,1INCHBTC,4.27e-06,4.34e-06,4.27e-06,4.33e-06,19936.7,0.08618983,35
1735041600000,2024-12-24 12:00:00,1INCHBTC,4.3e-06,4.3e-06,4.27e-06,4.28e-06,1799.6,0.00771535,16
1735038000000,2024-12-24 11:00:00,1INCHBTC,4.25e-06,4.29e-06,4.25e-06,4.29e-06,3076.8,0.01315027,18
1735034400000,2024-12-24 10:00:00,1INCHBTC,4.28e-06,4.28e-06,4.26e-06,4.26e-06,27500.5,0.11729024,28
1735030800000,2024-12-24 09:00:00,1INCHBTC,4.3e-06,4.3e-06,4.27e-06,4.28e-06,18914.7,0.0810097,38
1735027200000,2024-12-24 08:00:00,1INCHBTC,4.25e-06,4.31e-06,4.25e-06,4.31e-06,2339.2,0.0100182,16
1735023600000,2024-12-24 07:00:00,1INCHBTC,4.25e-06,4.26e-06,4.25e-06,4.26e-06,787.1,0.0033504,5
1735020000000,2024-12-24 06:00:00,1INCHBTC,4.29e-06,4.29e-06,4.26e-06,4.27e-06,3847.8,0.0164377,14
1735016400000,2024-12-24 05:00:00,1INCHBTC,4.27e-06,4.28e-06,4.26e-06,4.28e-06,1229.6,0.00525345,8
1735012800000,2024-12-24 04:00:00,1INCHBTC,4.24e-06,4.27e-06,4.24e-06,4.26e-06,2639.5,0.01123403,14
1735009200000,2024-12-24 03:00:00,1INCHBTC,4.22e-06,4.25e-06,4.22e-06,4.25e-06,2348.5,0.00994274,10
1735005600000,2024-12-24 02:00:00,1INCHBTC,4.21e-06,4.22e-06,4.2e-06,4.22e-06,5577.0,0.02344115,18
1735002000000,2024-12-24 01:00:00,1INCHBTC,4.27e-06,4.28e-06,4.22e-06,4.22e-06,3107.4,0.01320274,21
1734998400000,2024-12-24 00:00:00,1INCHBTC,4.26e-06,4.28e-06,4.26e-06,4.27e-06,8128.5,0.03470776,23
1734994800000,2024-12-23 23:00:00,1INCHBTC,4.29e-06,4.29e-06,4.24e-06,4.25e-06,8708.1,0.03701516,35
1734991200000,2024-12-23 22:00:00,1INCHBTC,4.31e-06,4.31e-06,4.27e-06,4.29e-06,8942.2,0.03837361,29
1734987600000,2024-12-23 21:00:00,1INCHBTC,4.3e-06,4.34e-06,4.29e-06,4.29e-06,21866.8,0.09434735,45
1734984000000,2024-12-23 20:00:00,1INCHBTC,4.19e-06,4.3e-06,4.19e-06,4.29e-06,28435.6,0.12009759,80
1734980400000,2024-12-23 19:00:00,1INCHBTC,4.11e-06,4.18e-06,4.11e-06,4.18e-06,41008.2,0.16892432,58
1734976800000,2024-12-23 18:00:00,1INCHBTC,4.11e-06,4.13e-06,4.1e-06,4.1e-06,8140.0,0.03347385,23
1734973200000,2024-12-23 17:00:00,1INCHBTC,4.11e-06,4.15e-06,4.1e-06,4.12e-06,12706.6,0.05248825,44
1734969600000,2024-12-23 16:00:00,1INCHBTC,4.03e-06,4.12e-06,4.03e-06,4.11e-06,8463.0,0.03457712,39
1734966000000,2024-12-23 15:00:00,1INCHBTC,4.01e-06,4.06e-06,4.01e-06,4.03e-06,6951.6,0.0280234,21
1734962400000,2024-12-23 14:00:00,1INCHBTC,4.02e-06,4.05e-06,4.01e-06,4.03e-06,7557.6,0.03049824,28
1734958800000,2024-12-23 13:00:00,1INCHBTC,4.03e-06,4.04e-06,4.01e-06,4.02e-06,2738.4,0.01101428,13
1734955200000,2024-12-23 12:00:00,1INCHBTC,4.01e-06,4.04e-06,4e-06,4.04e-06,1651.4,0.00663704,10
